../Makin/Makin_origin_npy/batch size8epochs10
Test ALL, 0.5123, 0.4319, 0.7900106906890869
Test ALL, 0.7413, 0.1763, 0.05884289741516113
Test ALL, 0.6842, 0.2391, 0.06582379341125488
Test ALL, 0.7215, 0.1959, 0.06382870674133301
Test ALL, 0.5899, 0.3441, 0.06183505058288574
Test ALL, 0.4576, 0.4916, 0.06383013725280762
Test ALL, 0.3909, 0.5663, 0.06482672691345215
Test ALL, 0.4248, 0.5272, 0.06582403182983398
Test ALL, 0.4727, 0.4743, 0.05984067916870117
Test ALL, 0.4887, 0.4579, 0.06482648849487305
Test ALL, 0.3885, 0.5686, 0.05984997749328613
Test ALL, 0.3742, 0.5847, 0.05984020233154297
Test ALL, 0.4022, 0.5533, 0.05735039710998535
Test ALL, 0.4012, 0.5545, 0.061834096908569336
Test ALL, 0.4118, 0.5425, 0.06283164024353027
Test ALL, 0.4094, 0.5440, 0.05884361267089844
Test ALL, 0.3674, 0.5918, 0.05784487724304199
Test ALL, 0.3888, 0.5676, 0.06286215782165527
Test ALL, 0.3411, 0.6211, 0.0608372688293457
Test ALL, 0.3971, 0.5599, 0.05585145950317383
Test ALL, 0.3452, 0.6170, 0.05684709548950195
Test ALL, 0.3769, 0.5812, 0.061834096908569336
Test ALL, 0.3773, 0.5816, 0.06389737129211426
Test ALL, 0.3762, 0.5826, 0.05684781074523926
Test ALL, 0.3625, 0.5979, 0.057845354080200195
Test ALL, 0.3361, 0.6268, 0.05884218215942383
Test ALL, 0.3290, 0.6354, 0.05884146690368652
Test ALL, 0.3109, 0.6552, 0.05784487724304199
Test ALL, 0.3640, 0.5964, 0.056847333908081055
Test ALL, 0.3116, 0.6542, 0.05884265899658203
Test ALL, 0.3116, 0.6539, 0.05684781074523926
Test ALL, 0.3255, 0.6387, 0.057816267013549805
Test ALL, 0.2935, 0.6745, 0.059453487396240234
Test ALL, 0.2973, 0.6708, 0.06482672691345215
Test ALL, 0.3207, 0.6448, 0.06409883499145508
Test ALL, 0.2889, 0.6796, 0.06041288375854492
Test ALL, 0.3081, 0.6581, 0.059839725494384766
Test ALL, 0.3121, 0.6539, 0.058841705322265625
Test ALL, 0.2943, 0.6739, 0.060835838317871094
Test ALL, 0.2975, 0.6699, 0.05887889862060547
Test ALL, 0.2808, 0.6884, 0.05684781074523926
Test ALL, 0.2715, 0.6988, 0.05983996391296387
Test ALL, 0.2624, 0.7092, 0.06382894515991211
Test ALL, 0.2651, 0.7061, 0.05987071990966797
Test ALL, 0.2657, 0.7054, 0.061833858489990234
