../Makin/Makin_origin_npy/batch size8epochs10
Test ALL, 0.5123, 0.4319, 0.7970688343048096
Test ALL, 0.7413, 0.1763, 0.06235814094543457
Test ALL, 0.6404, 0.2865, 0.06585693359375
Test ALL, 0.6271, 0.3002, 0.05984020233154297
Test ALL, 0.6476, 0.2774, 0.05681896209716797
Test ALL, 0.5225, 0.4207, 0.059862613677978516
Test ALL, 0.5362, 0.4056, 0.06083798408508301
Test ALL, 0.5849, 0.3519, 0.06484413146972656
Test ALL, 0.5620, 0.3765, 0.0638580322265625
Test ALL, 0.5858, 0.3515, 0.0623326301574707
Test ALL, 0.5850, 0.3500, 0.0628054141998291
Test ALL, 0.5954, 0.3397, 0.06537055969238281
Test ALL, 0.5790, 0.3569, 0.057874441146850586
Test ALL, 0.6744, 0.2484, 0.06582379341125488
Test ALL, 0.6579, 0.2670, 0.060837745666503906
Test ALL, 0.5408, 0.3985, 0.059808969497680664
Test ALL, 0.5159, 0.4266, 0.060838937759399414
Test ALL, 0.4618, 0.4880, 0.06482744216918945
Test ALL, 0.4612, 0.4883, 0.05986189842224121
Test ALL, 0.4990, 0.4468, 0.060808420181274414
Test ALL, 0.4811, 0.4654, 0.06479763984680176
Test ALL, 0.4774, 0.4720, 0.061065673828125
Test ALL, 0.5476, 0.3939, 0.059839725494384766
Test ALL, 0.5063, 0.4403, 0.06283807754516602
Test ALL, 0.5398, 0.4017, 0.0619196891784668
Test ALL, 0.4340, 0.5177, 0.06380057334899902
Test ALL, 0.4924, 0.4550, 0.06180524826049805
Test ALL, 0.4302, 0.5219, 0.06080889701843262
Test ALL, 0.4476, 0.5044, 0.06382870674133301
Test ALL, 0.4509, 0.4996, 0.060837507247924805
Test ALL, 0.4091, 0.5465, 0.058351993560791016
Test ALL, 0.5967, 0.3393, 0.05781865119934082
Test ALL, 0.6793, 0.2498, 0.05884146690368652
Test ALL, 0.4805, 0.4671, 0.05984020233154297
Test ALL, 0.3960, 0.5620, 0.06809782981872559
Test ALL, 0.4397, 0.5123, 0.06283330917358398
Test ALL, 0.4009, 0.5556, 0.06479787826538086
Test ALL, 0.3721, 0.5868, 0.06379914283752441
Test ALL, 0.3596, 0.6007, 0.06084775924682617
Test ALL, 0.4088, 0.5469, 0.061566829681396484
Test ALL, 0.3883, 0.5697, 0.06285881996154785
Test ALL, 0.3475, 0.6154, 0.06380176544189453
Test ALL, 0.3796, 0.5785, 0.06283211708068848
Test ALL, 0.3294, 0.6345, 0.06582331657409668
Test ALL, 0.4472, 0.5012, 0.06682133674621582
